Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
آجائیں	ajaen	0.6	get	0.69
اینی	any	0.67	ink	0.45
شئے	shiye	0.4	constraint	0.66
نصرت	nastur	0.5	mercy	0.58
غضب	ghassb	0.33	desperation	0.69
زوال	zawaal	0.67	stagnation	0.65
سٹار٠٠٧مجھ	sy	0.5	sy	0.487
گءے	gai	0.33	issue	0.751
خالہ	khalasugra9	0.36	aunt	0.629
ڈاوبل	double	0.33	double	1.0
عائیشہ	ayesha	0.33	ayesha	1.0
کعبہ	kaaba	0.6	kaaba	0.68
مخلوق	uskimakhlooq	0.58	beings	0.72
پرندہ	parinda	0.57	bird	1.0
لاءک	like	0.5	like	1.0
بےعزتی	baezati	0.43	distresses	1.0
بتاو	bato	0.5	tell	1.0
چائنا	china	0.6	chinavision	0.62
ہنسنے	hansny	0.67	kvetching	0.65
جوں	jayun	0.6	progressively	0.55
کپ	wcup	0.5	cup	0.917
علم	age	0.33	knowledge	1.0
فنش	finish	0.67	skruk	0.45
زهره	zahra	0.6	zahra	1.0
رائیڈر	rider	0.4	rfactor	0.6
سفر	safar	0.6	journey	0.75
ایور	ever	0.5	thunderfrog	0.48
سبب	sabab	0.6	consequent	0.71
فرنڈ	friend	0.67	friend	1.0
صادر	sadder	0.67	absolve	0.65
ناشن	nation	0.33	nation	1.0
کنارہ	kinara	0.67	side	0.53
مرہ	mera	0.5	befal	0.48
بہتر	behtar	0.67	better	1.0
لہذا	lihaza	0.67	so	0.72
سمٹ	urhesimat	0.33	aqnd	0.45
درجن	darjan	0.67	dozens	0.59
اسرائیل	israil	0.67	israel	1.0
سکس	six	0.33	clockers	0.56
پیج	page	0.5	facebooks	0.63
زمانہ	zamana	0.67	period	0.64
فائن	fine	0.5	college	0.774
ٹکے	tikke	0.6	glued	0.6
لائن	line	0.5	transcon	0.53
بک	bookz	0.5	facebook's	1.0
سرحد	sarhad	0.67	border	1.0
سنیے	sunaye	0.67	phonefreak	0.46
کویٹه	quetta	0.67	quetta	1.0
بھت	bohat	0.6	mudded	0.54
فٹ	fit	0.67	feet	0.67
فیکس	fix	0.67	brvs	0.53
سٹ	sit	0.67	spiketv	0.56
بیڈ	bad	0.33	dks	0.47
انسانوں	ins0no	0.5	humans	0.73
دان	sadan	0.6	scientist	0.69
مگر	magar	0.6	but	1.0
انسول	uncle	0.6	uncle	1.0
از	is	0.5	ed	0.44
گوشت	ge3	0.33	meat	0.76
ٹائم	time	0.5	wotw	0.51
پلیز	plz	0.67	please	0.631
ہسسی	hey	0.33	hey	1.0
بواۓ	boy	0.67	boy	1.0
سن	sun	0.67	ooo	0.44
ہپی	happy	0.6	happy	1.0
قد	qad	0.67	stature	1.0
پرنسز	princes	0.57	idbf	0.49
لائے	lain	0.5	lay	0.55
دوائیں	duaen	0.6	cleanings	0.63
تب	tab	0.67	then	0.79
اوٹ	out	0.33	eintopf	0.56
غصہ	gusa	0.5	anger	0.71
شرم	sharam	0.67	shame	0.68
مدینہ	madina	0.67	madina	0.329
بِن	bin	0.33	bin	0.83
مطلب	matlab	0.67	means	1.0
شیّر	share	0.6	share	1.0
جاوید	javed	0.4	criti	0.5
ہم	hum	0.67	distruct	0.59
آئے	aaey	0.5	come	0.74
سٹايل	style	0.6	style	1.0
قدرت	qudrat	0.67	vastness	0.6
گُم	gum	0.33	gum	1.0
معاف	maf	0.67	plead	0.7
لڑکوں	larkiyon	0.62	children	0.59
چھڑنے	chrny	0.4	fending	0.63
ہزارہ	hazaraloverz	0.33	ethnic	1.0
بونے	boy	0.67	supermassive	0.59
صدام	saddam	0.67	saddam	1.0
سیزن	season	0.33	season	0.409
طلب	talab	0.6	requisited	0.56
بچھڑا	bichra	0.5	devoured	0.68
دھبہ	dhaba	0.6	flaring	0.64
ڈففکلٹ	difficult	0.67	difficult	0.49
تگ	tag	0.67	expedients	0.61
حج	hujjat	0.67	pilgrimmage	0.5
خشحالی	khushali	0.5	wealthy	0.233
آفِس	office	0.33	office	1.0
سالہ	salya	0.6	year	0.55
ایش	ash	0.33	superteam	0.55
باۓی	by	0.5	by	1.0
کھلاڑی	khiladi	0.57	linebackers	0.72
ددی	di	0.5	di	0.236
انوایٹ	invite	0.33	invite	0.923
ستھرا	sms	0.33	joggery	0.52
سیم	same	0.5	gondol	0.45
لایءٹ	light	0.4	light	1.0
پوچھتی	pochti	0.67	“owners	0.778
شکریہ	shukariya	0.56	congrats	0.68
مای	my	0.5	my	1.0
روزنامہ	detailsroznama	0.43	newsmagazine	0.68
ریز	rays	0.5	miracle	1.0
چھڑا	chura	0.4	chased	0.69
پوچھنی	puchni	0.67	consecutive	1.0
ٹي	tie	0.67	tie	1.0
ینی	uni	0.33	sekban	0.5
لیزی	lazy	0.5	lazy	0.175
بیلا	sub	0.33	sub	0.521
کوو	koi	0.67	putotyra	0.55
بلینک	blank	0.4	blank	1.0
ايس	rhe	0.33	unkn	0.48
زہریلی	zehrali	0.57	poisonous	0.77
ہیئر	here	0.5	brttrr	0.54
ھر	har	0.67	har	0.389
انڈکاشن	indication	0.5	indication	1.0
ینگ	young	0.6	ci	0.57
صحابه	sahaba	0.67	sahaba	0.401
سریل	sariyal	0.57	sariyal	0.25
پڑھانے	parhny	0.5	lecturing	0.71
پوچھتا	pochta	0.67	thinks	0.75
بردر	bro	0.67	complain	1.0
سلسلہ	silsila	0.57	continuation	0.55
لڑکے	larky	0.6	boy	0.58
قطرے	qismat	0.33	phosphoresce	0.68
خار	meinkhaar	0.44	galk	0.45
مسج	msg	0.67	msg	0.157
لائین	line	0.5	recc	0.52
سائیلنٹ	silent	0.33	silent	1.0
در	dar	0.67	uh	0.42
وائس	voice	0.4	jones	0.875
مینی	many	0.5	tier	0.51
صلح	salah	0.6	peace	0.69
کہيں	kahin	0.4	obssessed	0.53
پنس	penis	0.6	maybach	0.51
صبر	sabar	0.6	shamefulness	0.66
مچل	machal	0.67	threequel	0.51
هےں	han	0.33	han	0.793
پت	pat	0.67	pursha	0.51
اینٹینا	intena	0.5	formats	0.5
تلے	taly	0.5	under	0.912
گرو	netguru	0.43	guru	0.56
طیبہ	tayaba	0.5	parition	0.47
فیک	fake	0.5	fake	1.0
فطرت	fitrat	0.67	nature	0.62
ریکارڈ	record	0.5	charting	0.67
هوتيں	hoi	0.67	hoi	1.0
غلاظت	galaazat	0.62	unsoiled	0.6
الیکشن	election	0.5	election	0.72
فرنيچر	furniture	0.44	furniture	1.0
مر	mar	0.67	hapen	0.46
چھوٹی	choti	0.4	small	1.0
شکوہ	shikwa	0.67	area	1.0
روئیں	royen	0.4	merchants	0.426
جگہوں	jagaon	0.33	sites	0.55
مرکز	markaz	0.67	center	1.0
کائنات	kainat	0.33	cosmic	0.76
مچھر	machar	0.5	bites	0.66
پشاور	peshwar	0.57	peshawar	1.0
کروڑ	lak	0.33	million	0.77
رلیکسس	relax	0.4	relax	1.0
حبيب	habib	0.4	habib	0.581
مائل	maa'il	0.33	dark	0.58
هم	hum	0.67	origination	0.337
منفرد	munfarid	0.62	unique	0.67
حيمين	human	0.6	human	1.0
مدّت	muddat	0.33	seection	0.64
لوو	love	0.5	transsyberia	0.49
بھلے	lobhaly	0.43	chooose	0.62
ٹاوچ	touch	0.4	touch	1.0
پسند	pasand	0.67	outspoken	0.59
رشتہ	rishta	0.67	relationship	0.69
رک	ruk	0.67	prolong	0.56
جھنگوی	jhangvi	0.57	anti-shia	1.0
تک	tak	0.67	until	0.61
سٹاپ	stop	0.5	drive	0.54
کچی	chachi	0.67	left-wing	0.75
ستر	sattar	0.5	seventy	0.87
ایک	ek	0.5	a	0.4
ہاؤ	how	0.33	rrstage	0.51
لمٹ	limit	0.6	limit	1.0
بواے	boy	0.67	boy	1.0
گھوسٹ	theghostslam	0.62	gamesheet	0.52
رت	rut	0.67	rut	0.409
ایج	age	0.67	hwcc	0.52
ایجنڈا	ga	0.5	agendas	1.0
جبہ	jab	0.67	malibat	0.51
اڈوس	advice	0.33	advice	0.584
خضر	khizar	0.67	khizr	0.494
ابيوز	abuse	0.6	abuse	1.0
میکس	mexi	0.5	psv	0.51
مختصر	mukhtasir	0.67	short	0.61
جائے	jaye	0.5	needn	0.68
نين	nine	0.5	nine	0.658
تکے	takiye	0.5	10	1.0
گئی	gai	0.33	has	0.63
لايٹ	light	0.4	light	1.0
اٹک	attock	0.6	attock	0.78
اکتیویت	activate	0.5	activate	0.835
جاۓ	jae	0.67	usefully	0.58
محور	mehvar	0.33	earth's	1.0
سائلنٹ	silent	0.33	silent	1.0
دھیان	dehan	0.4	mantrip	0.57
چھوٹا	chota	0.4	smallest	0.57
فائرنگ	firing	0.33	attackers	0.7
گئیں	gae	0.33	been	0.6
لئو	leave	0.4	leave	1.0
ڈائٹر	daughter	0.38	daughter	1.0
یں	me	0.5	rats	0.47
اِسے	isy	0.33	duced	0.45
گھی	ge	0.5	grated	0.63
لڑ	lar	0.67	fight	0.65
لا‍ءف	life	0.5	life	1.0
آئینہ	aaina	0.4	glass	1.0
ہوۓ	hue	0.67	surround	0.51
خم	urslfkhumari	0.33	khum	0.282
بلوں	billo	0.6	stoos	0.49
سين	can	0.33	can	1.0
سسٹر	sister	0.67	manufactroversy	0.5
فکر	fikar	0.6	spirituality	0.68
قسم	qasam	0.6	kinds	0.68
اففففففففف	ya	0.5	ya	0.27
حجر	hijar	0.6	balaam	0.64
گوار	khushgwar	0.44	unhappy	0.359
مودر	mother	0.33	mother	1.0
کفن	kafan	0.6	corpse	0.62
پپر	paper	0.6	paper	1.0
گل	gull786	0.67	nince	0.37
جگہیں	jagay	0.4	restuarants	0.54
سلسلے	silsily	0.57	continuing	0.61
فیس	face	0.5	encards	0.56
ایوان	aivan	0.4	taw	0.8
یک	yaq	0.67	nk	0.41
چھپ	chup	0.5	hidden	0.6
پ	ap	0.5	al-qaeda	1.0
ورنہ	warna	0.6	otherwise	0.293
بازو	jabrey	0.33	wing	0.61
ہیری	cherryhazara	0.67	harry's	0.358
کوئ	koi	0.67	noneed	0.61
جيلاوذي	jealousy	0.5	jealousy	1.0
گُد	god	0.33	god	1.0
غربت	gurbat	0.67	poverty	0.66
نسائی	nisai	0.6	sayings	0.59
دلاور	deliver	0.43	insaniyat	0.51
ھوئی	hoi	0.67	feibai	0.48
کم	kam	0.67	less	1.0
ڈبل	double	0.6	double	0.371
یمنی	yamani	0.67	yemeni	0.67
لیو	lev	0.67	department	1.0
قطرہ	wasiqatra	0.33	decay	0.59
انجم	and	0.67	khawarji	1.0
اذ	is	0.5	crucifixtion	0.62
فکرمند	fikarmand	0.67	unbelivable	0.6
دلاتے	dilaty	0.67	mentalize	0.72
پرسز	princes	0.43	princes	1.0
ميل	male	0.5	gakkel	0.39
فائل	fail	0.5	file	0.455
یوز	use	0.33	klsi	0.49
سڈ	side	0.67	side	1.0
پڑ	par	0.67	unded	0.61
پٹاخہ	pathaka	0.43	firecrackers	1.0
قضا	jaoqaza	0.43	desuetude	0.54
قائم	qa'em	0.4	established	1.0
نثار	geonisar	0.5	anonno	0.48
مقصد	maqsad	0.67	aim	0.7
روانڈ	round	0.6	rounds	1.0
پہلو	pehlao	0.67	aspect	0.58
طلبگار	talabgaar	0.67	disheartening	0.65
سنائے	sunae	0.6	hear	0.6
کير	car	0.33	car	1.0
محنت	mehnat	0.67	labouring	0.57
کھلنے	khulny	0.67	unopening	0.6
تنہائی	tanhai	0.67	loneliness	0.65
فريڈے	friday	0.5	friday	1.0
ڈاکٹر	dr	0.5	dr	1.0
حيٹ	hat	0.33	hat	1.0
گيأڈ	guide	0.6	guide	1.0
جیون	jevan	0.4	phoo	0.49
ایوری	every	0.4	monsun	0.47
سکو	sho	0.33	something	0.57
سولو	solve	0.6	komedya	0.46
لکن	lakin	0.6	get?”	0.879
ٹرأول	travel	0.5	travel	1.0
پیکج	pakge	0.4	package	0.64
انجیل	angle	0.4	decipherer	0.49
دربدر	badar	0.4	badar	0.202
منتظر	muntazir	0.62	yesteday	0.51
مرتبہ	martaba	0.57	occasions	0.59
کیوٹ	cute	0.5	cute	0.217
شکر	shukar	0.67	god	0.595
الیکٹرانک	electronicmedia	0.47	electronics	0.75
مکمل	mukammal	0.5	complete	1.0
مسکن	muskan	0.67	2	1.0
کدھر	kidhar	0.67	scared	0.64
بھٹک	bhattak	0.57	trodden	0.59
قدم	qadam	0.6	step	0.55
دل	dil	0.67	heart	1.0
هین	han	0.33	han	0.793
لبر	labour	0.5	libertines	1.0
لپٹ	lipat	0.6	writher	0.63
گائیں	gain	0.5	alongs	0.58
گوورنمنٹ	govt	0.5	govt	1.0
طارق	tarap	0.6	baab	0.42
کيسٹي	caste	0.4	caste	1.0
ڈاوبٹ	doubt	0.4	doubt	1.0
محب	mahubat	0.6	yearnamed	0.49
نئی	nai	0.33	existing	0.57
ی	dil	0.5	officials	0.778
طلحہ	talha	0.6	prophet	0.71
مقابلہ	mokabala	0.62	against	0.67
مقدر	muqadar	0.57	defeatable	0.62
ڈرایونگ	driving	0.57	driving	0.922
بہار	bahaar	0.67	soppu	0.51
گیئں	gayn	0.5	kokoda	0.27
چارجر	charger	0.57	turbo	1.0
گیس	gas	0.33	gas	0.77
مل	mil	0.67	dissolve	0.55
ہمہ	huma	0.5	vigorous	0.55
گارڈ	safeguard	0.44	hvf	0.53
زنگی	zindgi	0.67	manjutakin	0.6
گئ	gi	0.5	has	0.56
پوئیٹری	poetry	0.33	poetry	0.784
محسنیاد	mohsin	0.67	mohsin	0.999
تحت	thasub	0.33	pursuant	0.69
لي	lie	0.67	tlein	0.41
ایکٹو	active	0.33	cmfr	0.59
ایڈریس	adres	0.4	address	0.434
مسسج	msg	0.67	msg	0.157
الفت	sar	0.33	punnishment	0.59
ٹاپک	topic	0.4	exclaimed	1.0
ہیم	hum	0.33	wod	0.45
ل	ill	0.5	principles	1.0
مقام	muqaam	0.67	place	1.0
سرو	srve	0.5	“mega-rosca”	0.687
فِٹ	fit	0.33	fit	1.0
دوم	skydome	0.5	iii	0.67
انلمیٹڈ	indian	0.33	indian	1.0
للٹريٹ	illiterate	0.5	illiterate	0.203
انسأڈ	inside	0.67	inside	1.0
زم	zimka	0.67	ash	0.46
فھيم	faheem	0.67	faheem	1.0
ابّا	abba	0.5	abba	1.0
سجدہ	sujda	0.6	genuflecting	0.61
کونسٹرکشن	construction	0.58	construction	0.375
عائشہ	ayesha	0.33	messenger	0.49
نائلہ	naila	0.4	ankaboot	0.5
اپريل	april	0.6	april	0.54
ههےے	hai	0.33	hai	0.769
ائٹي	eighty	0.33	eighty	0.5
کولیج	college	0.57	college	1.0
پرست	parast	0.67	sionist	0.57
سیمی	sami	0.5	aaa	0.48
مسلمز	muslims	0.57	muslims	0.71
ویئر	whr	0.33	conworks	0.58
منگنی	magny	0.4	espoused	1.0
اپڈيٹ	update	0.67	update	1.0
ہاو	how	0.33	lfdh	0.47
مراد	dilmurad	0.5	grand	1.0
پڑھیں	pak£=£)parhai	0.38	read	1.0
فنجر	finger	0.33	finger	1.0
نظارہ	nazara	0.67	panoramic	0.67
پیپرز	papers	0.33	newswires	0.61
ڈرائیور	drivr	0.6	truck	0.52
وجه	wajah	0.6	unhi	0.5
شائد	shyd	0.5	digressed	0.61
پچھلے	pichle	0.5	last	0.678
دلے	dil	0.67	dil	0.182
رب	rab	0.67	thee	0.61
مميڈيٹيلي	immediately	0.45	immediately	0.62
کک	kick	0.67	gibraltan	0.48
نائن	nine	0.5	09	1.0
بسسٹ	basit	0.4	basit	0.857
ٹیکس	taxes	0.4	tax-deductible	0.674
ہائیٹ	that9	0.4	farenheight	0.248
بھئ	bhai	0.5	bhai	0.23
بننے	banay	0.4	become	0.84
اين	an	0.5	itaf	0.49
مدد	madad	0.6	aided	0.64
بل	bal	0.67	budg	0.41
دکھاتے	dukaty	0.33	reveal	0.64
پرکئیٹکل	practical	0.33	practical	0.264
لٹ	lote	0.67	spoiling	1.0
چمن	chaman	0.67	parche	0.43
ایدمن	admin	0.4	admin	0.374
جنّت	jannat	0.33	jannat	0.421
ایچ!آی!آی۲	kha	0.33	kha	0.355
پرسنل	personal	0.62	personaldemocracy	1.0
بھولے	bohly	0.4	simple	0.399
مجمه	majma	0.6	majma	1.0
اِز	is	0.5	is	1.0
کبر	akbar	0.6	everlastingly	0.58
حر	nhihar	0.33	turbulency	0.53
گندے	gandy	0.6	mildewed	0.59
منظر	manzar	0.67	backdrop	0.64
غیب	ghayab	0.67	omniscience	0.61
سکتے	sakty	0.6	give	0.71
پاوگے	paaogy	0.67	thither	1.0
کييوز	cause	0.6	cause	1.0
بلیو	beliyo	0.67	whitejets	0.56
منزل	manzil	0.67	destination	0.58
بادشاہوں	badshaonki	0.6	rulers	0.75
سلٔور	silver	0.33	silver	0.985
بدمعاش	badmash	0.57	bikeable	0.52
دلبر	dilber	0.67	unhappyness	0.51
فقط	faqat	0.6	uncorrupted	0.55
سگنل	signal	0.67	lzb	0.6
تہے	thy	0.67	resist	0.57
پنسل	pencil	0.67	facers	0.59
شعر	sher	0.5	lion's	1.0
قاری	qadirbux	0.38	reader	0.57
مائیں	maayen	0.33	mothers	0.572
ڈرنے	drnykabole	0.4	fooling	0.69
ذمہ	zama	0.5	responsibility	0.75
چھ	che	0.67	six	0.87
عا	bat	0.33	shit	0.49
شیک	shak	0.5	kanchu	0.56
انسين	insane	0.67	insane	1.0
معاملے	mamlay	0.5	matters	0.68
پہن	pehan	0.6	non-muslim	1.0
فارحين	farhan	0.67	farhan	1.0
قائل	qail	0.5	propound	0.66
گوز	goes	0.5	trackle	0.48
مسلم	muslim	0.67	muslim	1.0
پڑھاتی	parhte	0.67	teached	0.63
پلين	plan	0.5	plan	1.0
حرام	ehraam	0.67	uncleanness	0.63
ٹراے	try	0.67	try	1.0
دوائی	dawai	0.6	injectables	0.67
میڈل	madel	0.4	awardee	0.6
الہَّا	allah	0.6	allah	1.0
فن	skyfunsantoshdost	0.33	art	0.53
کمال	kamaal	0.67	unmat	0.52
بچے	bachy	0.6	babies	0.72
گھنٹہ	ghanta	0.67	wrought	0.654
فولّو	follow	0.5	follow	1.0
پليڈج	pledge	0.67	pledge	0.174
منصور	msnoor	0.33	uthman	0.57
دلائل	dlail	0.6	arguments	0.74
میسسج	msg	0.33	msg	0.157
فرقہ	farqaleet	0.33	sectarian	0.497
علیشا	it	0.5	it	1.0
من	man	0.67	ha	0.45
حسبیند	husband	0.43	husband	1.0
چہ	che	0.67	prevare	0.46
ھم	hum	0.67	debate	0.54
ايسی	isi	0.33	perating	0.52
لٹل	little	0.6	wolfbiker	0.45
لائٹ	light	0.4	lights	0.831
گردش	uljhangardish	0.38	variableness	1.0
کائی	koe	0.67	kwian	0.5
اللام	salam	0.4	salam	0.279
پوءتڑی	poetry	0.5	poetry	0.784
مائینڈ	mind	0.5	mind	1.0
بوائیز	boy	0.67	boy	1.0
مریم	mariam	0.67	birth	0.52
بچو	bhejobecho	0.4	mollycoddled	0.62
جبر	jaber	0.6	oppression	0.5
وائز	voice	0.4	rspba	0.51
يه	ye	0.5	ye	0.598
سینٹ	decentnaveed	0.67	liecht	0.56
کرم	karam	0.6	esary	0.45
طعنہ	taana	0.6	blameful	0.74
ٹل	tell	0.67	possible	0.265
پيس	pace	0.5	pace	1.0
ٹرے	try	0.67	try	1.0
دم	dam	0.67	sight	0.56
دیول	devil	0.4	kathor	0.55
ريسئو	receive	0.57	receive	1.0
سماج	smjh	0.5	social	0.66
بکا	sabika1	0.5	oozium	0.53
کئی	kai	0.33	many	0.82
نۓ	new	0.33	intitially	0.51
سنی	sunny	0.6	voice	0.46
دِن	din	0.33	days	0.487
پوٹ	pvt	0.33	dussst	0.45
ڈوم	skydome	0.5	dom	0.551
سحر	seher	0.6	supersleepless	0.59
شاذ	shz	0.67	rarely	0.58
فيٹ	fat	0.33	fat	0.667
اِم	im	0.5	allusively	0.56
غرض	gharaz	0.67	endeavoring	0.61
همہ	hmm	0.67	hmm	1.0
سپر	super	0.6	super	0.57
لیڈ	skale	0.4	uht	0.53
لقب	laqab	0.6	honorific	0.65
راجہ	ashraf	0.33	maharajah	0.62
فرصت	fursat	0.67	enjoy	0.65
کوئن	queen	0.4	abkc	0.46
دیکھی	hogaedekhi	0.5	illustrates	0.66
سترہ	sitara	0.5	twenty	0.72
الجھے	ujlay	0.4	rabbling	0.64
بوکز	box	0.67	box	1.0
لب	lab	0.67	–	0.617
باے	by	0.5	sun	1.0
سائیلینٹ	silent	0.33	gnmp	0.46
ٹیکسٹ	txt	0.33	commmand	0.61
موبیک	mobile	0.67	mobile	0.735
جگ	jug	0.67	obsura	0.59
لسن	listen	0.5	listen	1.0
لہجہ	thalehja	0.38	spoken	0.64
نسان	nishan	0.67	humankinds	0.57
اينڈ	and	0.33	afmp	0.55
زحمت	zehmat	0.67	yrf	1.0
فہد	fahad	0.6	hassaan	0.49
ملوں	haimillo	0.38	posses	0.52
تھکی	jaothaki	0.5	run-down	1.0
کاپی	cpy	0.33	copyrighter	0.63
گروپس	grps	0.5	group	0.59
اچھل	uchal	0.6	banhammering	0.57
ڈر	dar	0.67	hated	0.61
پتھر	pathar	0.67	stone	0.82
اينجؤاے	enjoy	0.4	enjoy	1.0
وغیرہ	wagera	0.67	etc	0.62
قلم	heqalm	0.5	voluminously	0.58
کیبل	cable	0.4	cable's	0.708
جسٹن	justin	0.67	gengler	1.0
سننے	sun'ne	0.67	listening	0.68
ھنر	hunar	0.6	chances	0.729
خبر	khabar	0.67	news	1.0
صفائی	safai	0.6	cleaning	0.6
ٹیگ	tag	0.33	shiagenocide	0.359
انفارمشن	information	0.36	information	1.0
کوارٹر	quater	0.67	quarter-deck	0.641
بخیریت	ba	0.5	alosious	0.49
سائٹ	site	0.5	website	1.0
فين	fine	0.5	fine	1.0
قربت	qurbat	0.67	closeness	0.65
بس	bus	0.67	stops	0.59
تریکس	tracks	0.33	tracks	1.0
جذبہ	jazba	0.6	fervour	0.7
کوئی	koi	0.67	any	1.0
ماج	image	0.4	image	1.0
لوکڈ	locked	0.67	locked	0.256
انٹينشن	intention	0.56	intention	1.0
نیہں	nhi	0.67	fainted	1.0
لمحہ	lamha	0.6	moment	1.0
پریزنٹیشن	presntatn	0.33	presentation's	1.0
وورڈ	password	0.5	rburgring	0.62
توبہ	tobakiya	0.38	repent	0.66
لاہور	lhr	0.33	lahore	1.0
ماءی	my	0.5	my	1.0
پروائی	purwaai	0.57	distration	0.59
پی	pk	0.5	bs	0.54
حمزه	hamza	0.6	hamza	1.0
چھوا	chua	0.5	pocked	0.63
چھوڑا	chora	0.4	wasn't	0.266
يساج	usage	0.6	usage	1.0
نہی	nai	0.33	proban	0.5
پنناسول	pinnacle	0.62	pinnacle	1.0
ممکن	mumkin	0.67	feasible	0.73
ورڈز	words	0.6	passwords	1.0
بھائیوں	bhaion	0.5	siblings	0.7
ستاتے	sataty	0.67	persecute	0.522
ایشیا	asia	0.5	asia	1.0
لاۓ	la'aay	0.33	withoht	0.49
حل	hal	0.67	solution	1.0
کمبخت	kambakhatbahir	0.67	drunker	0.55
ارڈر	order	0.4	order	1.0
سمندر	samandar	0.62	sea	0.639
مٔي	may	0.33	may	1.0
پس	pas	0.67	resting	0.53
آوروں	hainauron	0.67	attackers	0.72
کہہ	keh	0.67	call	0.62
نقاب	naqaab	0.67	accidentily	0.54
دهی	sindhi	0.5	sindhi	0.915
بھائیو	bhaio	0.6	brothers	1.0
تاب	betab4u	0.6	unquenched	0.56
مرہم	marham	0.67	emetic	0.66
بکش	bakhsh	0.67	bakhsh	0.373
وٹ	what	0.5	bssst	0.54
ايٹ	eat	0.33	eat	1.0
بچھا	bicha	0.6	uproofed	0.63
گیو	gave	0.5	gave	1.0
پو	gepoetri	0.5	saw	1.0
دعا	dua	0.67	pray	0.67
کڑکٹ	cricket	0.57	cricket	0.667
جزیرے	jazery	0.67	island	0.69
وقوف	bywaqof	0.57	seemeth	0.713
لائق	laa'iq	0.33	worthy	0.61
قرینہ	qarina	0.67	acausality	0.6
جلن	jalan	0.6	breathin	0.58
شہ	haisheh	0.43	arrow	0.49
مہینے	month	0.4	month	1.0
چھوڑو	choro	0.4	unpursued	0.51
کرييٹ	create	0.67	create	1.0
بلیک	black	0.4	skyhound	0.51
۱۲۴اؤشا۸۹	124	0.33	124	0.639
هولو	hello	0.4	hello	1.0
انسٹیٹوٹ	insitute	0.62	instituteof	0.61
اسلم	asalam	0.67	hina	0.48
تھینک	thank	0.4	thank	1.0
کمپیوٹر	computer	0.5	computer	0.81
نک	nick	0.67	dvsr	0.51
نم	num	0.67	cooler	0.65
بہت	bohat	0.6	very	1.0
اَبدُّلہا	nan	0.33	nan	1.0
کیئر	tc	0.5	htb	0.5
چیپٹر	chapter	0.43	firector	0.58
پرنسپل	principal	0.67	save	0.414
بیر	tabeer	0.67	mowj	0.45
ورک	ntwrk	0.6	network	0.7
صبح	subah	0.6	morning	0.73
مثال	misaal	0.67	example	0.73
تن	tan	0.67	baying	0.52
بچھڑے	becharay	0.38	devouring	0.63
پچھلا	pichla	0.5	week	0.666
لدھیانوی	ludhyanvi	0.67	ludhianvi	0.7
گیم	game	0.5	gameplay	0.75
جہلم	jhelum	0.67	jehlum	0.77
اان	un	0.5	goldstein	1.0
ڈرائیو	drives	0.5	clockers	0.57
زو	z0o	0.67	psyhi	0.44
حادث	hadees	0.67	hadees	0.307
میجِک	magic	0.4	magic	1.0
ایڈٹ	edit	0.5	aipgmee	0.56
سراسر	sara'sar	0.62	unjust	0.68
مغل	mughal	0.67	mughal	0.69
فاصِل	fasil	0.6	fasil	0.333
ااپنے	haapna	0.67	haapna	0.365
بلبل	bulbul2	0.67	crackly	0.58
ساءیلنٹ	silent	0.33	silent	1.0
آصِف	asif	0.5	asif	0.904
غلط	galat	0.6	spurious	0.68
ستارہ	kisitara	0.5	star	1.0
نس	nice	0.67	ul	0.41
فخر	fakhur	0.67	ownerish	0.5
راونڈ	round	0.4	sponsorless	0.46
جب	jab	0.67	when	1.0
فروري	february	0.62	february	1.0
مانگو	ktm	0.33	we	0.52
بنانے	banany	0.67	creating	0.74
ختم	khatam	0.67	curtailed	0.66
دِدّ	did	0.33	did	1.0
بڑاہی	barhai	0.5	barhai	0.301
غزنوی	ghaznavi2	0.44	ghaznavi	0.71
ہنکس	thanks	0.67	thanks	1.0
کزن	kazan	0.6	rula	0.47
پھیرا	pehra	0.4	enwrapped	0.59
لارج	large	0.6	rhf	0.44
مطلق	mutaliq	0.57	absolute	0.59
بتائے	btaega	0.5	follow	0.6
محفوظ	bkbh1mehfoz	0.45	intact	0.65
سنّت	sunnat	0.33	loquitur	0.53
فلاح	saifullah77	0.44	state’s	1.0
رگ	rahger	0.5	marcus	0.665
چارہ	paya!chara	0.4	blanket	0.52
قصے	qissay	0.67	allusions	0.71
محرک	muharak	0.57	disconnect	0.59
کاٹیکٹ	contact	0.43	contact	0.624
اُس	us	0.5	another	0.6
کاز	bcz	0.33	friend's	1.0
جمعرات	jumerat	0.43	thursday	0.67
مفلس	muflis	0.67	impoverished	0.87
ذلت	zillat	0.5	unfairness	0.66
کھیلتے	khaltay	0.43	pick	0.6
نبوت	nabuwat	0.57	prophecy	0.77
رہتیں	reheta	0.5	stacies	0.56
نه	na	0.5	spanjo	0.44
جاذب	jaazib	0.67	absorbent	1.0
رٹس	rates	0.6	rates	0.487
ایکسپٹ	accept	0.33	accept	1.0
الیاس	bakhairilyasshah	0.42	aquib	0.52
لن	lun	0.67	tlit	0.43
چھے	chaye	0.4	most	0.49
چينج	change	0.5	change	1.0
نائیٹ	night	0.4	emtex	0.57
چیت	chat	0.5	talks	0.55
معاویہ	mavia	0.6	maavi	0.198
محبت	muhabbat	0.5	longing	0.75
لائیں	line	0.5	get	0.61
